codigo_reserva,nif_cliente,balcao,hora
5276,768135778,FRA,2024-11-09 18:00:00
5277,947833449,FRA,2024-11-28 18:00:00
5278,122665278,FRA,2024-11-17 18:00:00
5279,557362522,FRA,2024-11-10 18:00:00
5280,553920171,FRA,2024-11-30 18:00:00
5281,500801593,BCN,2025-02-02 19:00:00
5282,497383645,BCN,2025-01-10 19:00:00
5283,782803812,BCN,2024-12-09 19:00:00
5284,932621654,BCN,2025-01-08 19:00:00
5285,923535855,BCN,2025-01-23 19:00:00
5286,406658280,BCN,2024-12-10 19:00:00
5287,462353472,BCN,2024-12-18 19:00:00
5288,684996117,BCN,2024-12-01 19:00:00
5289,552506632,BCN,2025-01-08 19:00:00
5290,196367903,BCN,2025-01-05 19:00:00
5291,733628082,BCN,2024-11-21 19:00:00
5292,108484125,BCN,2024-11-29 19:00:00
5293,968430449,BCN,2024-11-08 19:00:00
5294,457310403,BCN,2025-01-04 19:00:00
5295,679417279,BCN,2024-11-22 19:00:00
5296,180805543,BCN,2025-01-13 19:00:00
5297,802996861,BCN,2025-01-07 19:00:00
5298,756853918,BCN,2024-12-17 19:00:00
5299,454436789,BCN,2024-12-09 19:00:00
5300,490592074,BCN,2025-01-11 19:00:00
5301,622612387,BCN,2024-12-17 19:00:00
5302,409396627,BCN,2024-12-24 19:00:00
5303,772445353,BCN,2024-12-25 19:00:00
5304,266094054,BCN,2025-01-14 19:00:00
5305,681594661,BCN,2024-11-12 19:00:00
5306,401321542,BCN,2024-12-14 19:00:00
5307,826501468,BCN,2025-01-01 19:00:00
5308,241208427,BCN,2024-11-21 19:00:00
5309,887909348,BCN,2024-12-17 19:00:00
5310,655990801,BCN,2025-01-28 19:00:00
5311,180704145,LIS,2025-01-08 06:00:00
5312,134347823,LIS,2025-01-13 06:00:00
5313,707399848,LIS,2024-11-13 06:00:00
5314,197680957,LIS,2024-11-20 06:00:00
5315,180261422,LIS,2024-12-31 06:00:00
5316,516091819,LIS,2025-01-25 06:00:00
5317,353639831,LIS,2024-12-15 06:00:00
5318,599745659,LIS,2024-12-03 06:00:00
5319,627129311,LIS,2025-01-15 06:00:00
5320,897780908,LIS,2024-12-30 06:00:00
5321,847440424,LIS,2024-11-23 06:00:00
5322,107731628,LIS,2024-12-11 06:00:00
5323,319792025,LIS,2024-11-08 06:00:00
5324,476701689,LIS,2025-01-06 06:00:00
5325,322059766,LIS,2024-12-20 06:00:00
5326,531912516,LIS,2025-01-12 06:00:00
5327,449458510,LIS,2025-01-27 06:00:00
5328,995003952,LIS,2024-11-23 06:00:00
5329,228330551,LIS,2024-12-04 06:00:00
5330,489968087,LIS,2024-11-11 06:00:00
5331,882996844,LIS,2024-12-23 06:00:00
5332,337660853,LIS,2024-11-12 06:00:00
5333,735313792,LIS,2024-12-16 06:00:00
5334,159174113,LIS,2024-11-21 06:00:00
5335,988015114,LIS,2025-01-16 06:00:00
5336,100129415,LIS,2024-12-05 06:00:00
5337,784752324,LIS,2025-01-10 06:00:00
5338,778353798,LIS,2024-11-09 06:00:00
5339,462316968,LIS,2025-01-05 06:00:00
5340,153566541,LIS,2025-01-07 06:00:00
5341,160866685,BCN,2024-11-14 06:00:00
5342,383592832,BCN,2024-12-11 06:00:00
5343,574543421,BCN,2025-01-30 06:00:00
5344,312719543,BCN,2024-12-13 06:00:00
5345,417399848,BCN,2025-01-21 06:00:00
5346,942191852,BCN,2024-12-12 06:00:00
5347,286251901,BCN,2024-12-20 06:00:00
5348,446818754,BCN,2025-01-10 06:00:00
5349,186179919,BCN,2025-01-11 06:00:00
5350,200186908,BCN,2024-12-09 06:00:00
5351,300477760,BCN,2024-11-27 06:00:00
5352,718472754,BCN,2024-12-22 06:00:00
5353,174371491,BCN,2024-12-04 06:00:00
5354,829035651,BCN,2025-01-31 06:00:00
5355,365562282,BCN,2024-12-09 06:00:00
5356,476878367,BCN,2024-11-26 06:00:00
5357,276870214,BCN,2024-11-26 06:00:00
5358,301786390,BCN,2024-11-18 06:00:00
5359,910828125,BCN,2024-11-18 06:00:00
5360,764041702,BCN,2024-11-16 06:00:00
5361,128239636,BCN,2024-11-27 06:00:00
5362,728184838,BCN,2024-12-12 06:00:00
5363,480050645,BCN,2024-12-11 06:00:00
5364,246692405,BCN,2025-01-28 06:00:00
5365,510993574,BCN,2024-12-30 06:00:00
5366,874009625,BCN,2024-12-14 06:00:00
5367,614869362,BCN,2024-12-18 06:00:00
5368,695930749,BCN,2024-12-21 06:00:00
5369,455294576,BCN,2025-01-29 06:00:00
5370,479021796,BCN,2025-01-28 06:00:00
5371,835757903,LIS,2025-01-06 16:00:00
5372,122610000,LIS,2024-12-09 16:00:00
5373,799947941,LIS,2025-01-06 16:00:00
5374,719870685,LIS,2024-12-02 16:00:00
5375,970439177,LIS,2024-11-08 16:00:00
5376,788204624,LIS,2024-11-15 16:00:00
5377,135855823,LIS,2024-12-21 16:00:00
5378,773523122,LIS,2025-01-24 16:00:00
5379,605508259,LIS,2025-02-04 16:00:00
5380,387790883,LIS,2025-01-12 16:00:00
5381,559303790,LIS,2025-01-05 16:00:00
5382,882635707,LIS,2024-11-12 16:00:00
5383,367773745,LIS,2024-11-28 16:00:00
5384,333919806,LIS,2025-01-26 16:00:00
5385,382172623,LIS,2025-01-11 16:00:00
5386,302338290,LIS,2024-12-22 16:00:00
5387,617056532,LIS,2025-01-20 16:00:00
5388,904889258,LIS,2024-11-25 16:00:00
5389,233503907,LIS,2025-01-27 16:00:00
5390,408110424,LIS,2024-12-07 16:00:00
5391,283153918,LIS,2025-02-01 16:00:00
5392,374167604,LIS,2024-12-07 16:00:00
5393,949484299,LIS,2025-01-06 16:00:00
5394,435045943,LIS,2025-01-20 16:00:00
5395,447487496,LIS,2024-12-22 16:00:00
5396,548350660,LIS,2024-12-27 16:00:00
5397,308299932,LIS,2025-01-27 16:00:00
5398,935843440,LIS,2024-12-16 16:00:00
5399,450915878,LIS,2024-11-21 16:00:00
5400,532098972,LIS,2025-01-06 16:00:00
5401,394092409,BCN,2024-12-13 09:00:00
5402,368357690,BCN,2024-11-22 09:00:00
5403,988559116,BCN,2024-12-14 09:00:00
5404,882887857,BCN,2025-01-17 09:00:00
5405,933527083,BCN,2025-01-14 09:00:00
5406,279737153,BCN,2024-11-17 09:00:00
5407,649411635,BCN,2024-12-14 09:00:00
5408,829197501,BCN,2025-01-26 09:00:00
5409,958746834,BCN,2024-11-11 09:00:00
5410,938741412,BCN,2025-01-16 09:00:00
5411,155819329,BCN,2024-11-09 09:00:00
5412,693285922,BCN,2025-02-02 09:00:00
5413,718479176,BCN,2025-01-01 09:00:00
5414,140165455,BCN,2025-01-26 09:00:00
5415,183172132,BCN,2025-01-17 09:00:00
5416,100939963,BCN,2025-01-04 09:00:00
5417,212950474,BCN,2025-01-16 09:00:00
5418,703272429,BCN,2025-01-11 09:00:00
5419,237611179,BCN,2024-12-31 09:00:00
5420,430251425,BCN,2024-12-03 09:00:00
5421,299522152,BCN,2025-01-09 09:00:00
5422,684693635,BCN,2024-11-15 09:00:00
5423,557122500,BCN,2024-11-08 09:00:00
5424,337689129,BCN,2025-01-20 09:00:00
5425,593053593,BCN,2024-12-15 09:00:00
5426,546692544,BCN,2025-01-12 09:00:00
5427,798104108,BCN,2024-11-10 09:00:00
5428,171154075,BCN,2025-01-06 09:00:00
5429,710970959,BCN,2024-11-23 09:00:00
5430,486261188,BCN,2024-12-07 09:00:00
5431,163692990,BCN,2024-12-24 16:00:00
5432,614155864,BCN,2025-01-10 16:00:00
5433,771681467,BCN,2024-12-31 16:00:00
5434,714442658,BCN,2024-12-16 16:00:00
5435,130796804,BCN,2024-12-12 16:00:00
5436,989109767,BCN,2025-01-22 16:00:00
5437,963378799,BCN,2024-11-11 16:00:00
5438,808660325,BCN,2024-12-24 16:00:00
5439,185133164,BCN,2024-12-11 16:00:00
5440,122384127,BCN,2024-11-09 16:00:00
5441,413394263,BCN,2024-11-09 16:00:00
5442,745132133,BCN,2024-12-08 16:00:00
5443,198143134,BCN,2024-12-02 16:00:00
5444,328623452,BCN,2025-01-07 16:00:00
5445,977118538,BCN,2024-12-18 16:00:00
5446,584847984,BCN,2024-12-25 16:00:00
5447,950496483,BCN,2024-12-21 16:00:00
5448,943220055,BCN,2025-02-03 16:00:00
5449,304588470,BCN,2025-01-02 16:00:00
5450,293980430,BCN,2024-12-14 16:00:00
5451,308688308,BCN,2025-01-06 16:00:00
5452,686854047,BCN,2025-01-16 16:00:00
5453,433177395,BCN,2024-11-20 16:00:00
5454,567329645,BCN,2024-11-22 16:00:00
5455,879466526,BCN,2025-01-30 16:00:00
5456,939015470,BCN,2024-11-10 16:00:00
5457,600635078,BCN,2024-12-27 16:00:00
5458,138866579,BCN,2024-12-31 16:00:00
5459,786577154,BCN,2025-02-03 16:00:00
5460,339505656,BCN,2024-12-28 16:00:00
5461,392803355,LHR,2024-12-24 13:00:00
5462,615850054,LHR,2024-11-26 13:00:00
5463,165404160,LHR,2024-11-20 13:00:00
5464,593993059,LHR,2024-11-14 13:00:00
5465,610299715,LHR,2025-01-01 13:00:00
5466,590027750,LHR,2024-12-27 13:00:00
5467,758894394,LHR,2025-01-05 13:00:00
5468,371174193,LHR,2024-12-19 13:00:00
5469,356875262,LHR,2024-12-10 13:00:00
5470,700061938,LHR,2025-02-02 13:00:00
5471,544427220,LHR,2024-12-01 13:00:00
5472,754242969,LHR,2024-11-09 13:00:00
5473,119974912,LHR,2024-11-26 13:00:00
5474,499516089,LHR,2024-11-29 13:00:00
5475,592902200,LHR,2025-02-05 13:00:00
5476,604327851,LHR,2024-12-22 13:00:00
5477,305502933,LHR,2024-11-24 13:00:00
5478,770105924,LHR,2025-01-09 13:00:00
5479,744921930,LHR,2024-11-17 13:00:00
5480,446076692,LHR,2024-12-17 13:00:00
5481,585170369,LHR,2024-11-19 13:00:00
5482,613402850,LHR,2024-11-09 13:00:00
5483,930214668,LHR,2024-11-11 13:00:00
5484,974533152,LHR,2025-01-05 13:00:00
5485,614539152,LHR,2024-12-06 13:00:00
5486,532992011,LHR,2025-01-13 13:00:00
5487,885032493,LHR,2024-12-11 13:00:00
5488,666420128,LHR,2024-12-15 13:00:00
5489,349572390,LHR,2025-01-08 13:00:00
5490,521259516,LHR,2025-01-10 13:00:00
5491,988365337,CDG,2024-12-25 18:00:00
5492,464696912,CDG,2024-11-16 18:00:00
5493,293453722,CDG,2024-12-24 18:00:00
5494,978851363,CDG,2024-12-12 18:00:00
5495,672249928,CDG,2024-11-12 18:00:00
5496,965547172,CDG,2024-11-15 18:00:00
5497,844708446,CDG,2024-12-02 18:00:00
5498,914552820,CDG,2025-01-05 18:00:00
5499,644154837,CDG,2024-12-31 18:00:00
5500,588144722,CDG,2024-12-25 18:00:00
5501,362920425,CDG,2025-01-04 18:00:00
5502,597355726,CDG,2024-11-11 18:00:00
5503,194714645,CDG,2024-12-03 18:00:00
5504,440689580,CDG,2025-02-03 18:00:00
5505,675177499,CDG,2025-01-19 18:00:00
5506,155609860,CDG,2024-12-23 18:00:00
5507,438516393,CDG,2025-01-02 18:00:00
5508,477228432,CDG,2025-01-27 18:00:00
5509,531125365,CDG,2024-11-19 18:00:00
5510,773594873,CDG,2024-11-15 18:00:00
5511,202769295,CDG,2024-11-18 18:00:00
5512,875261910,CDG,2024-12-23 18:00:00
5513,587836580,CDG,2025-01-09 18:00:00
5514,267003805,CDG,2024-12-25 18:00:00
5515,101136901,CDG,2025-01-07 18:00:00
5516,674607469,CDG,2025-01-02 18:00:00
5517,344706129,CDG,2024-11-21 18:00:00
5518,391483638,CDG,2025-01-20 18:00:00
5519,838686473,CDG,2024-12-26 18:00:00
5520,118108636,CDG,2025-01-29 18:00:00
5521,697236060,FCO,2024-11-13 15:00:00
5522,527157769,FCO,2024-12-05 15:00:00
5523,240341764,FCO,2024-12-29 15:00:00
5524,894016071,FCO,2025-01-04 15:00:00
5525,609163765,FCO,2025-01-22 15:00:00
5526,151801839,FCO,2024-12-17 15:00:00
5527,587716319,FCO,2024-11-15 15:00:00
5528,586543052,FCO,2024-11-30 15:00:00
5529,764172315,FCO,2025-01-15 15:00:00
5530,231263624,FCO,2024-11-28 15:00:00
5531,164384801,FCO,2024-12-09 15:00:00
5532,752916993,FCO,2025-02-02 15:00:00
5533,376181343,FCO,2024-12-07 15:00:00
5534,993037787,FCO,2024-11-29 15:00:00
5535,879982178,FCO,2025-01-23 15:00:00
5536,589733841,FCO,2025-01-29 15:00:00
5537,923985033,FCO,2024-12-17 15:00:00
5538,784744251,FCO,2024-11-11 15:00:00
5539,455453909,FCO,2024-11-28 15:00:00
5540,588061638,FCO,2024-12-21 15:00:00
5541,122858107,FCO,2025-01-08 15:00:00
5542,341504714,FCO,2024-12-16 15:00:00
5543,881931213,FCO,2024-12-27 15:00:00
5544,905689523,FCO,2025-01-01 15:00:00
5545,747684891,FCO,2025-01-26 15:00:00
5546,122257982,FCO,2024-11-23 15:00:00
5547,868937458,FCO,2024-11-18 15:00:00
5548,771963270,FCO,2025-01-09 15:00:00
5549,618706105,FCO,2024-11-30 15:00:00
5550,869047677,FCO,2024-12-16 15:00:00
5551,828947541,LGW,2024-12-12 20:00:00
5552,970501793,LGW,2025-01-28 20:00:00
5553,924240561,LGW,2025-01-25 20:00:00
5554,507999498,LGW,2024-11-13 20:00:00
5555,338907691,LGW,2025-01-19 20:00:00
5556,798469154,LGW,2024-12-29 20:00:00
5557,627538651,LGW,2025-01-18 20:00:00
5558,734593162,LGW,2024-12-15 20:00:00
5559,198209642,LGW,2024-12-22 20:00:00
5560,789816656,LGW,2024-11-21 20:00:00
5561,469978848,LGW,2024-11-11 20:00:00
5562,346893967,LGW,2025-01-08 20:00:00
5563,642373486,LGW,2024-12-31 20:00:00
5564,234974559,LGW,2024-11-11 20:00:00
5565,833887298,LGW,2025-02-04 20:00:00
5566,687918508,LGW,2024-12-03 20:00:00
5567,872707059,LGW,2024-11-09 20:00:00
5568,526925402,LGW,2025-01-31 20:00:00
5569,949942449,LGW,2025-01-13 20:00:00
5570,718140148,LGW,2024-11-30 20:00:00
5571,190030222,LGW,2024-11-17 20:00:00
5572,382457029,LGW,2025-01-12 20:00:00
5573,709269431,LGW,2025-01-11 20:00:00
5574,445456689,LGW,2024-12-13 20:00:00
5575,843441213,LGW,2024-12-02 20:00:00
5576,760932261,LGW,2024-11-18 20:00:00
5577,367176536,LGW,2025-01-01 20:00:00
5578,416532001,LGW,2024-11-09 20:00:00
5579,855733854,LGW,2024-12-14 20:00:00
5580,254882602,LGW,2025-01-25 20:00:00
5581,205985227,LIS,2025-01-24 12:00:00
5582,721374631,LIS,2024-11-15 12:00:00
5583,802359211,LIS,2025-01-25 12:00:00
5584,933090178,LIS,2024-12-09 12:00:00
5585,710070545,LIS,2024-11-16 12:00:00
5586,185361259,LIS,2024-11-18 12:00:00
5587,719521939,LIS,2024-12-04 12:00:00
5588,352649141,LIS,2024-12-28 12:00:00
5589,402506204,LIS,2024-11-27 12:00:00
5590,862389932,LIS,2025-02-05 12:00:00
5591,244599320,LIS,2024-12-10 12:00:00
5592,245451995,LIS,2024-12-12 12:00:00
5593,848728303,LIS,2025-01-24 12:00:00
5594,513579666,LIS,2024-11-16 12:00:00
5595,463031374,LIS,2025-01-13 12:00:00
5596,745935408,LIS,2025-02-06 12:00:00
5597,203198855,LIS,2024-11-11 12:00:00
5598,391425373,LIS,2024-12-06 12:00:00
5599,371020926,LIS,2025-02-05 12:00:00
5600,102138553,LIS,2024-11-14 12:00:00
5601,951833776,LIS,2024-11-30 12:00:00
5602,271770882,LIS,2025-01-16 12:00:00
5603,148022258,LIS,2024-12-17 12:00:00
5604,204037829,LIS,2024-11-21 12:00:00
5605,517751445,LIS,2024-12-27 12:00:00
5606,417200393,LIS,2025-02-02 12:00:00
5607,706712521,LIS,2025-01-06 12:00:00
5608,370400523,LIS,2024-12-27 12:00:00
5609,546640522,LIS,2024-11-17 12:00:00
5610,586045913,LIS,2025-01-21 12:00:00
5611,508215397,MAD,2025-01-18 07:00:00
5612,301039624,MAD,2024-12-31 07:00:00
5613,833974602,MAD,2025-01-01 07:00:00
5614,828409244,MAD,2025-02-02 07:00:00
5615,470391258,MAD,2025-01-23 07:00:00
5616,142720230,MAD,2024-12-18 07:00:00
5617,581543708,MAD,2025-01-20 07:00:00
5618,389174889,MAD,2024-12-14 07:00:00
5619,486052681,MAD,2024-12-08 07:00:00
5620,271085326,MAD,2025-01-01 07:00:00
5621,620118093,MAD,2025-01-01 07:00:00
5622,360721731,MAD,2025-01-31 07:00:00
5623,670614073,MAD,2025-01-10 07:00:00
5624,241767386,MAD,2024-11-13 07:00:00
5625,131799199,MAD,2024-11-19 07:00:00
5626,942246362,MAD,2024-11-12 07:00:00
5627,868924528,MAD,2024-11-10 07:00:00
5628,368269963,MAD,2025-01-03 07:00:00
5629,430062372,MAD,2024-11-18 07:00:00
5630,186438084,MAD,2024-12-04 07:00:00
5631,383635938,MAD,2025-01-20 07:00:00
5632,265336794,MAD,2025-01-17 07:00:00
5633,439336284,MAD,2024-11-26 07:00:00
5634,469629519,MAD,2024-12-10 07:00:00
5635,934464951,MAD,2024-12-13 07:00:00
5636,931755974,MAD,2024-11-15 07:00:00
5637,638213166,MAD,2024-12-07 07:00:00
5638,582458356,MAD,2024-12-22 07:00:00
5639,472637375,MAD,2025-01-20 07:00:00
5640,544122612,MAD,2024-11-27 07:00:00
5641,677407148,CDG,2024-12-12 07:00:00
5642,444667573,CDG,2024-12-21 07:00:00
5643,201008953,CDG,2024-11-17 07:00:00
5644,653890078,CDG,2025-01-26 07:00:00
5645,632573506,CDG,2024-12-02 07:00:00
5646,325168554,CDG,2025-01-24 07:00:00
5647,846168696,CDG,2024-11-10 07:00:00
5648,724403645,CDG,2024-12-29 07:00:00
5649,890893647,CDG,2025-01-07 07:00:00
5650,380956774,CDG,2024-12-27 07:00:00
5651,285143169,CDG,2025-01-12 07:00:00
5652,497048684,CDG,2024-11-10 07:00:00
5653,904387448,CDG,2025-01-14 07:00:00
5654,442797181,CDG,2024-12-05 07:00:00
5655,209118193,CDG,2024-12-19 07:00:00
5656,970762337,CDG,2024-11-09 07:00:00
5657,928352180,CDG,2025-01-11 07:00:00
5658,941067633,CDG,2025-01-01 07:00:00
5659,652251330,CDG,2024-12-16 07:00:00
5660,632377714,CDG,2024-11-09 07:00:00
5661,320690720,CDG,2025-01-25 07:00:00
5662,780697003,CDG,2025-02-02 07:00:00
5663,898445427,CDG,2025-01-28 07:00:00
5664,508386051,CDG,2025-02-06 07:00:00
5665,620330492,CDG,2024-12-19 07:00:00
5666,418633746,CDG,2025-01-02 07:00:00
5667,400470518,CDG,2024-11-11 07:00:00
5668,294838911,CDG,2024-11-15 07:00:00
5669,902418296,CDG,2024-12-20 07:00:00
5670,323402679,CDG,2025-01-06 07:00:00
5671,119480979,LHR,2025-01-30 19:00:00
5672,841097160,LHR,2025-01-29 19:00:00
5673,139920106,LHR,2024-12-14 19:00:00
5674,603941623,LHR,2025-01-25 19:00:00
5675,364407977,LHR,2024-12-20 19:00:00
5676,464944684,LHR,2024-11-23 19:00:00
5677,821184538,LHR,2025-01-26 19:00:00
5678,871741746,LHR,2025-01-19 19:00:00
5679,998010950,LHR,2025-01-18 19:00:00
5680,216834657,LHR,2025-01-20 19:00:00
5681,332248083,LHR,2025-01-17 19:00:00
5682,829420644,LHR,2025-01-22 19:00:00
5683,868554583,LHR,2025-01-21 19:00:00
5684,454211595,LHR,2024-12-30 19:00:00
5685,380512674,LHR,2024-11-22 19:00:00
5686,408425613,LHR,2025-01-07 19:00:00
5687,348507587,LHR,2024-11-10 19:00:00
5688,854259458,LHR,2025-01-30 19:00:00
5689,203626195,LHR,2025-01-13 19:00:00
5690,665246070,LHR,2024-11-21 19:00:00
5691,807911548,LHR,2024-11-12 19:00:00
5692,811131477,LHR,2025-01-07 19:00:00
5693,787939613,LHR,2024-11-23 19:00:00
5694,708998957,LHR,2025-01-25 19:00:00
5695,350541714,LHR,2024-12-26 19:00:00
5696,273730466,LHR,2024-11-21 19:00:00
5697,508700939,LHR,2025-01-23 19:00:00
5698,620436107,LHR,2024-12-16 19:00:00
5699,401375447,LHR,2024-11-09 19:00:00
5700,537977943,LHR,2024-12-06 19:00:00
5701,722024835,FRA,2024-11-18 16:00:00
5702,465370381,FRA,2024-11-28 16:00:00
5703,712443503,FRA,2024-12-25 16:00:00
5704,850882558,FRA,2025-01-15 16:00:00
5705,612174677,FRA,2025-01-22 16:00:00
5706,895704633,FRA,2024-11-10 16:00:00
5707,115041804,FRA,2025-02-07 16:00:00
5708,700821639,FRA,2024-12-16 16:00:00
5709,175203495,FRA,2024-11-28 16:00:00
5710,973368236,FRA,2024-12-31 16:00:00
5711,419950395,FRA,2024-12-19 16:00:00
5712,406154528,FRA,2024-12-10 16:00:00
5713,908774687,FRA,2024-12-25 16:00:00
5714,765474618,FRA,2025-01-26 16:00:00
5715,368019409,FRA,2024-12-23 16:00:00
5716,508906313,FRA,2024-12-23 16:00:00
5717,785074161,FRA,2024-12-21 16:00:00
5718,813578545,FRA,2025-01-21 16:00:00
5719,809301556,FRA,2025-02-07 16:00:00
5720,457491265,FRA,2025-01-22 16:00:00
5721,496192172,FRA,2024-11-18 16:00:00
5722,383662926,FRA,2024-11-19 16:00:00
5723,218724783,FRA,2024-11-14 16:00:00
5724,905772799,FRA,2024-12-22 16:00:00
5725,540749203,FRA,2025-01-16 16:00:00
5726,176994619,FRA,2025-01-20 16:00:00
5727,538255315,FRA,2024-12-12 16:00:00
5728,792405662,FRA,2024-12-05 16:00:00
5729,795100772,FRA,2024-11-27 16:00:00
5730,152993777,FRA,2024-12-29 16:00:00
5731,679695008,LIS,2024-12-20 14:00:00
5732,459654043,LIS,2025-01-23 14:00:00
5733,861661812,LIS,2024-12-14 14:00:00
5734,878363857,LIS,2024-12-09 14:00:00
5735,374936533,LIS,2025-01-12 14:00:00
5736,761786627,LIS,2025-01-14 14:00:00
5737,138398504,LIS,2024-12-19 14:00:00
5738,552970400,LIS,2024-12-28 14:00:00
5739,373541191,LIS,2024-11-10 14:00:00
5740,300548043,LIS,2024-12-29 14:00:00
5741,230444947,LIS,2024-11-10 14:00:00
5742,314821669,LIS,2024-12-06 14:00:00
5743,300674410,LIS,2025-01-20 14:00:00
5744,255726441,LIS,2024-12-28 14:00:00
5745,685984165,LIS,2024-11-17 14:00:00
5746,444543228,LIS,2025-01-16 14:00:00
5747,121475719,LIS,2024-11-29 14:00:00
5748,872246424,LIS,2025-02-03 14:00:00
5749,560113179,LIS,2024-11-13 14:00:00
5750,441021467,LIS,2025-01-09 14:00:00
5751,537559983,LIS,2025-02-03 14:00:00
5752,116035746,LIS,2024-11-25 14:00:00
5753,758311856,LIS,2024-11-26 14:00:00
5754,179856302,LIS,2024-11-24 14:00:00
5755,930047911,LIS,2025-01-04 14:00:00
5756,127638423,LIS,2024-11-23 14:00:00
5757,642313580,LIS,2025-01-24 14:00:00
5758,871858561,LIS,2024-11-20 14:00:00
5759,859449402,LIS,2025-01-24 14:00:00
5760,730534855,LIS,2025-01-21 14:00:00
5761,521377205,LHR,2025-02-01 06:00:00
5762,850724041,LHR,2025-01-15 06:00:00
5763,907015187,LHR,2024-11-25 06:00:00
5764,145428759,LHR,2024-12-13 06:00:00
5765,724124270,LHR,2025-01-23 06:00:00
5766,641974763,LHR,2025-01-24 06:00:00
5767,433391766,LHR,2024-11-21 06:00:00
5768,326016612,LHR,2024-12-17 06:00:00
5769,382960313,LHR,2024-11-21 06:00:00
5770,243808597,LHR,2025-01-27 06:00:00
5771,399663341,LHR,2024-11-27 06:00:00
5772,846827508,LHR,2025-01-27 06:00:00
5773,923371676,LHR,2024-12-08 06:00:00
5774,457384664,LHR,2024-12-22 06:00:00
5775,844210474,LHR,2024-11-14 06:00:00
5776,399656218,LHR,2025-01-14 06:00:00
5777,463988481,LHR,2024-11-17 06:00:00
5778,892218029,LHR,2025-01-25 06:00:00
5779,578647503,LHR,2024-12-24 06:00:00
5780,813845756,LHR,2025-01-22 06:00:00
5781,766573079,LHR,2024-12-28 06:00:00
5782,678081348,LHR,2025-01-07 06:00:00
5783,522691868,LHR,2025-02-03 06:00:00
5784,726245873,LHR,2025-01-31 06:00:00
5785,632256143,LHR,2025-01-01 06:00:00
5786,574705412,LHR,2024-12-23 06:00:00
5787,606786407,LHR,2024-12-22 06:00:00
5788,928951959,LHR,2024-12-28 06:00:00
5789,438742082,LHR,2025-01-07 06:00:00
5790,850246583,LHR,2024-12-06 06:00:00
5791,292974573,FRA,2024-11-26 07:00:00
5792,270132120,FRA,2025-01-02 07:00:00
5793,278176803,FRA,2024-11-17 07:00:00
5794,954882828,FRA,2024-12-26 07:00:00
5795,317607233,FRA,2025-01-01 07:00:00
5796,807040386,FRA,2025-01-28 07:00:00
5797,947711441,FRA,2025-01-18 07:00:00
5798,974300385,FRA,2024-12-15 07:00:00
5799,889360227,FRA,2025-02-07 07:00:00
5800,753406533,FRA,2024-12-17 07:00:00
5801,121186742,FRA,2024-12-21 07:00:00
5802,558700149,FRA,2024-12-29 07:00:00
5803,767526485,FRA,2024-12-12 07:00:00
5804,271868638,FRA,2024-12-30 07:00:00
5805,496768729,FRA,2024-12-16 07:00:00
5806,240440906,FRA,2024-11-26 07:00:00
5807,978305968,FRA,2024-12-27 07:00:00
5808,785710701,FRA,2025-02-02 07:00:00
5809,422705848,FRA,2025-01-01 07:00:00
5810,119072447,FRA,2024-11-11 07:00:00
5811,716608358,FRA,2024-11-29 07:00:00
5812,665867801,FRA,2025-01-13 07:00:00
5813,504812197,FRA,2024-12-20 07:00:00
5814,124334847,FRA,2024-12-03 07:00:00
5815,376477621,FRA,2025-01-01 07:00:00
5816,520157711,FRA,2025-02-02 07:00:00
5817,863578534,FRA,2024-12-18 07:00:00
5818,341730233,FRA,2025-01-15 07:00:00
5819,862007671,FRA,2025-01-10 07:00:00
5820,469961312,FRA,2024-11-15 07:00:00
5821,484454281,ORY,2024-12-05 16:00:00
5822,849795522,ORY,2025-01-13 16:00:00
5823,923760742,ORY,2025-02-06 16:00:00
5824,703652332,ORY,2024-11-16 16:00:00
5825,929479146,ORY,2024-11-11 16:00:00
5826,276498860,ORY,2024-12-12 16:00:00
5827,357694501,ORY,2024-12-04 16:00:00
5828,875987110,ORY,2025-01-20 16:00:00
5829,657773303,ORY,2024-12-12 16:00:00
5830,479229271,ORY,2024-11-11 16:00:00
5831,391434322,ORY,2024-11-16 16:00:00
5832,935628632,ORY,2025-01-04 16:00:00
5833,241147414,ORY,2024-11-25 16:00:00
5834,811088879,ORY,2024-12-10 16:00:00
5835,357764369,ORY,2024-11-29 16:00:00
5836,390250433,ORY,2025-01-16 16:00:00
5837,165163149,ORY,2025-01-19 16:00:00
5838,926130293,ORY,2025-01-05 16:00:00
5839,675115132,ORY,2025-02-07 16:00:00
5840,555600805,ORY,2024-12-04 16:00:00
5841,854418961,ORY,2024-11-19 16:00:00
5842,699115286,ORY,2024-11-18 16:00:00
5843,679029002,ORY,2024-12-12 16:00:00
5844,373741368,ORY,2024-11-15 16:00:00
5845,277766304,ORY,2024-12-30 16:00:00
5846,599665616,ORY,2025-01-25 16:00:00
5847,578277822,ORY,2024-11-29 16:00:00
5848,615852787,ORY,2024-12-01 16:00:00
5849,536622552,ORY,2025-01-23 16:00:00
5850,533423557,ORY,2025-01-18 16:00:00
5851,605975064,FCO,2025-02-03 15:00:00
5852,854713690,FCO,2024-12-09 15:00:00
5853,560200751,FCO,2024-12-02 15:00:00
5854,235233946,FCO,2024-12-23 15:00:00
5855,300371438,FCO,2025-02-03 15:00:00
5856,385350384,FCO,2025-01-12 15:00:00
5857,498246365,FCO,2024-12-21 15:00:00
